Sample #,Start time,Thread name,Label,Sample time (ms),Status,Bytes,Sent bytes,Latency,Connect time(ms)
361,17:40.6,Thread Group 1-95,POST save,33798,Success,12694,437,176,69
362,17:41.7,Thread Group 1-96,POST save,32778,Success,12694,437,214,98
363,18:14.4,Thread Group 1-94,DELETE URL,1228,Success,12694,376,490,113
364,18:15.6,Thread Group 1-94,GET,648,Success,12501,142,648,0
365,17:44.6,Thread Group 1-99,POST save,31976,Success,12694,437,180,65
366,18:16.3,Thread Group 1-94,POST save,902,Success,12694,437,119,0
367,18:11.6,Thread Group 1-90,POST send,5723,Success,12694,372,826,72
368,18:11.6,Thread Group 1-91,POST send,5725,Success,12694,372,2823,77
369,18:11.6,Thread Group 1-93,POST send,5733,Success,12694,372,2829,74
370,17:42.7,Thread Group 1-97,POST save,34907,Success,12694,437,182,65
371,17:43.8,Thread Group 1-98,POST save,33809,Success,12694,437,348,223
372,17:45.8,Thread Group 1-100,POST save,32084,Success,12694,437,197,81
373,18:14.4,Thread Group 1-96,POST send,3763,Success,12694,372,3031,78
374,18:14.4,Thread Group 1-95,POST send,3877,Success,12694,372,3046,86
375,18:14.4,Thread Group 1-92,POST send,3906,Success,12694,372,3058,101
376,18:16.6,Thread Group 1-99,POST send,1736,Success,12694,372,1021,68
377,18:17.3,Thread Group 1-90,DELETE URL,1061,Success,12694,376,342,73
378,18:17.3,Thread Group 1-91,DELETE URL,1126,Success,12694,376,346,69
379,18:17.3,Thread Group 1-93,DELETE URL,1123,Success,12694,376,341,70
380,18:17.2,Thread Group 1-94,POST send,1528,Success,12694,372,835,0
381,18:18.4,Thread Group 1-90,GET,658,Success,12501,142,657,0
382,18:18.3,Thread Group 1-99,DELETE URL,1960,Success,12694,376,236,0
383,18:17.6,Thread Group 1-97,POST send,2723,Success,12694,372,928,68
384,18:17.6,Thread Group 1-98,POST send,2738,Success,12694,372,926,72
385,18:17.8,Thread Group 1-100,POST send,2496,Success,12694,372,888,69
386,18:18.3,Thread Group 1-92,DELETE URL,2010,Success,12694,376,244,0
387,18:18.7,Thread Group 1-94,DELETE URL,1633,Success,12694,376,422,84
388,18:18.5,Thread Group 1-93,GET,1904,Success,12501,142,1904,0
389,18:18.3,Thread Group 1-95,DELETE URL,2071,Success,12694,376,236,0
390,18:19.0,Thread Group 1-90,POST save,1345,Success,12694,437,123,0
391,18:18.2,Thread Group 1-96,DELETE URL,2222,Success,12694,376,221,0
392,18:18.5,Thread Group 1-91,GET,1980,Success,12501,142,1980,0
393,18:20.4,Thread Group 1-94,GET,742,Success,12501,142,742,0
394,18:20.3,Thread Group 1-99,GET,830,Success,12501,142,830,73
395,18:20.4,Thread Group 1-92,GET,824,Success,12501,142,824,90
396,18:20.4,Thread Group 1-95,GET,892,Success,12501,142,892,74
397,18:20.4,Thread Group 1-96,GET,936,Success,12501,142,936,70
398,18:20.4,Thread Group 1-93,POST save,1043,Success,12694,437,184,72
399,18:20.3,Thread Group 1-97,DELETE URL,1112,Success,12694,376,308,75
400,18:20.4,Thread Group 1-91,POST save,1026,Success,12694,437,192,85
401,18:20.3,Thread Group 1-98,DELETE URL,1151,Success,12694,376,312,69
402,18:20.3,Thread Group 1-100,DELETE URL,1155,Success,12694,376,310,75
403,18:21.2,Thread Group 1-92,POST save,2170,Success,12694,437,106,0
404,18:21.1,Thread Group 1-99,POST save,2215,Success,12694,437,94,0
405,18:21.1,Thread Group 1-94,POST save,2280,Success,12694,437,180,72
406,18:21.5,Thread Group 1-100,GET,1885,Success,12501,142,1885,0
407,18:21.3,Thread Group 1-95,POST save,5063,Success,12694,437,118,0
408,18:23.4,Thread Group 1-100,POST save,2965,Success,12694,437,175,68
409,18:20.4,Thread Group 1-90,POST send,5967,Success,12694,372,1019,70
410,18:21.4,Thread Group 1-97,GET,4932,Success,12501,142,4932,0
411,18:21.5,Thread Group 1-98,GET,4875,Success,12501,142,4875,0
412,18:23.4,Thread Group 1-94,POST send,2990,Success,12694,372,785,73
413,18:23.4,Thread Group 1-99,POST send,3027,Success,12694,372,810,77
414,18:21.4,Thread Group 1-96,POST save,5012,Success,12694,437,104,0
415,18:23.3,Thread Group 1-92,POST send,3038,Success,12694,372,814,70
416,18:21.5,Thread Group 1-91,POST send,5954,Success,12694,372,4944,0
417,18:21.4,Thread Group 1-93,POST send,6020,Success,12694,372,5001,0
418,18:26.4,Thread Group 1-98,POST save,1074,Success,12694,437,193,80
419,18:26.4,Thread Group 1-97,POST save,1150,Success,12694,437,199,78
420,18:26.4,Thread Group 1-99,DELETE URL,1188,Success,12694,376,318,73
421,18:26.4,Thread Group 1-92,DELETE URL,1185,Success,12694,376,315,74
422,18:26.4,Thread Group 1-90,DELETE URL,1216,Success,12694,376,334,78
423,18:27.4,Thread Group 1-91,DELETE URL,1004,Success,12694,376,273,0
424,18:27.4,Thread Group 1-93,DELETE URL,1094,Success,12694,376,372,0
425,18:27.6,Thread Group 1-92,GET,1937,Success,12501,142,1937,0
426,18:26.4,Thread Group 1-100,POST send,3149,Success,12694,372,949,82
427,18:27.6,Thread Group 1-90,GET,1939,Success,12501,142,1939,0
428,18:27.6,Thread Group 1-99,GET,1955,Success,12501,142,1955,0
429,18:26.3,Thread Group 1-95,POST send,3178,Success,12694,372,950,82
430,18:26.4,Thread Group 1-94,DELETE URL,3154,Success,12694,376,434,77
431,18:28.5,Thread Group 1-93,GET,993,Success,12501,142,993,73
432,18:28.4,Thread Group 1-91,GET,1097,Success,12501,142,1097,66
433,18:26.4,Thread Group 1-96,POST send,3158,Success,12694,372,1072,75
434,18:29.5,Thread Group 1-94,GET,906,Success,12501,142,905,83
435,18:27.5,Thread Group 1-97,POST send,2926,Success,12694,372,2048,0
436,18:29.5,Thread Group 1-93,POST save,915,Success,12694,437,108,0
437,18:27.4,Thread Group 1-98,POST send,3106,Success,12694,372,2108,0
438,18:29.5,Thread Group 1-91,POST save,1033,Success,12694,437,110,0
439,18:29.5,Thread Group 1-90,POST save,1055,Success,12694,437,179,80
440,18:29.5,Thread Group 1-92,POST save,1077,Success,12694,437,192,89
441,18:29.5,Thread Group 1-99,POST save,1171,Success,12694,437,190,86
442,18:29.5,Thread Group 1-95,DELETE URL,1176,Success,12694,376,331,87
443,18:29.5,Thread Group 1-100,DELETE URL,1202,Success,12694,376,337,81
444,18:29.5,Thread Group 1-96,DELETE URL,1272,Success,12694,376,449,77
445,18:30.4,Thread Group 1-94,POST save,987,Success,12694,437,140,0
446,18:30.7,Thread Group 1-95,GET,1042,Success,12501,142,1042,0
447,18:30.4,Thread Group 1-97,DELETE URL,1301,Success,12694,376,275,0
448,18:30.7,Thread Group 1-100,GET,1663,Success,12501,142,1663,0
449,18:30.5,Thread Group 1-98,DELETE URL,1844,Success,12694,376,236,0
450,18:30.8,Thread Group 1-96,GET,1584,Success,12501,142,1584,0
451,18:30.4,Thread Group 1-93,POST send,1960,Success,12694,372,975,0
452,18:30.6,Thread Group 1-92,POST send,1872,Success,12694,372,1065,0
453,18:30.6,Thread Group 1-90,POST send,1912,Success,12694,372,1077,0
454,18:30.6,Thread Group 1-91,POST send,1930,Success,12694,372,1206,86
455,18:31.7,Thread Group 1-97,GET,845,Success,12501,142,845,80
456,18:30.7,Thread Group 1-99,POST send,1906,Success,12694,372,1073,0
457,18:31.7,Thread Group 1-95,POST save,928,Success,12694,437,203,83
458,18:32.4,Thread Group 1-98,GET,790,Success,12501,142,789,75
459,18:31.4,Thread Group 1-94,POST send,1822,Success,12694,372,1004,0
460,18:32.4,Thread Group 1-96,POST save,1021,Success,12694,437,211,73
461,18:32.4,Thread Group 1-100,POST save,1043,Success,12694,437,221,82
462,18:32.4,Thread Group 1-93,DELETE URL,1050,Success,12694,376,255,0
463,18:32.6,Thread Group 1-97,POST save,954,Success,12694,437,102,0
464,18:32.5,Thread Group 1-92,DELETE URL,1111,Success,12694,376,247,0
465,18:32.5,Thread Group 1-90,DELETE URL,1095,Success,12694,376,247,0
466,18:32.6,Thread Group 1-99,DELETE URL,1039,Success,12694,376,265,0
467,18:32.5,Thread Group 1-91,DELETE URL,1170,Success,12694,376,308,0
468,18:33.2,Thread Group 1-98,POST save,835,Success,12694,437,138,0
469,18:33.2,Thread Group 1-94,DELETE URL,998,Success,12694,376,256,0
470,18:33.5,Thread Group 1-93,GET,815,Success,12501,142,815,70
471,18:33.6,Thread Group 1-92,GET,827,Success,12501,142,827,0
472,18:33.6,Thread Group 1-90,GET,839,Success,12501,142,838,0
473,18:32.7,Thread Group 1-95,POST send,1757,Success,12694,372,883,0
474,18:33.7,Thread Group 1-91,GET,843,Success,12501,142,843,0
475,18:33.6,Thread Group 1-99,GET,1829,Success,12501,142,1829,0
476,18:33.4,Thread Group 1-100,POST send,2045,Success,12694,372,867,0
477,18:34.2,Thread Group 1-94,GET,1240,Success,12501,142,1240,0
478,18:34.4,Thread Group 1-92,POST save,1080,Success,12694,437,225,85
479,18:34.4,Thread Group 1-90,POST save,1059,Success,12694,437,204,71
480,18:34.5,Thread Group 1-91,POST save,974,Success,12694,437,127,0
481,18:34.3,Thread Group 1-93,POST save,1212,Success,12694,437,138,0
482,18:33.4,Thread Group 1-96,POST send,2068,Success,12694,372,829,0
483,18:34.4,Thread Group 1-95,DELETE URL,1058,Success,12694,376,337,76
484,18:33.5,Thread Group 1-97,POST send,1944,Success,12694,372,891,0
485,18:35.5,Thread Group 1-95,GET,764,Success,12501,142,764,0
486,18:34.0,Thread Group 1-98,POST send,2412,Success,12694,372,1474,0
487,18:35.5,Thread Group 1-97,DELETE URL,1087,Success,12694,376,245,0
488,18:35.5,Thread Group 1-94,POST save,1107,Success,12694,437,189,77
489,18:35.5,Thread Group 1-100,DELETE URL,1123,Success,12694,376,365,78
490,18:35.5,Thread Group 1-99,POST save,1138,Success,12694,437,178,77
491,18:35.5,Thread Group 1-93,POST send,1739,Success,12694,372,998,87
492,18:36.6,Thread Group 1-100,GET,684,Success,12501,142,684,0
493,18:36.6,Thread Group 1-97,GET,806,Success,12501,142,805,76
494,18:36.4,Thread Group 1-98,DELETE URL,989,Success,12694,376,258,0
495,18:36.6,Thread Group 1-94,POST send,1433,Success,12694,372,755,0
496,18:36.6,Thread Group 1-99,POST send,1429,Success,12694,372,783,0
497,18:35.5,Thread Group 1-92,POST send,2886,Success,12694,372,834,0
498,18:36.3,Thread Group 1-95,POST save,2118,Success,12694,437,107,0
499,18:35.5,Thread Group 1-96,DELETE URL,2898,Success,12694,376,383,88
500,18:35.5,Thread Group 1-90,POST send,2902,Success,12694,372,867,0
501,18:37.3,Thread Group 1-100,POST save,1110,Success,12694,437,122,0
502,18:37.2,Thread Group 1-93,DELETE URL,1174,Success,12694,376,251,0
503,18:37.4,Thread Group 1-98,GET,984,Success,12501,142,983,0
504,18:37.4,Thread Group 1-97,POST save,1020,Success,12694,437,145,0
505,18:35.5,Thread Group 1-91,POST send,2928,Success,12694,372,921,78
506,18:38.0,Thread Group 1-94,DELETE URL,998,Success,12694,376,322,72
507,18:38.0,Thread Group 1-99,DELETE URL,1148,Success,12694,376,322,71
508,18:38.4,Thread Group 1-96,GET,860,Success,12501,142,860,79
509,18:38.4,Thread Group 1-93,GET,882,Success,12501,142,882,80
510,18:38.4,Thread Group 1-98,POST save,1077,Success,12694,437,202,80
511,18:38.4,Thread Group 1-92,DELETE URL,1116,Success,12694,376,313,71
512,18:38.4,Thread Group 1-90,DELETE URL,1121,Success,12694,376,433,82
513,18:38.4,Thread Group 1-91,DELETE URL,1105,Success,12694,376,445,76
514,18:39.0,Thread Group 1-94,GET,676,Success,12501,142,676,0
515,18:39.2,Thread Group 1-99,GET,639,Success,12501,142,639,0
516,18:38.4,Thread Group 1-97,POST send,1588,Success,12694,372,866,0
517,18:39.3,Thread Group 1-96,POST save,810,Success,12694,437,121,0
518,18:39.3,Thread Group 1-93,POST save,861,Success,12694,437,117,0
519,18:40.0,Thread Group 1-97,DELETE URL,895,Success,12694,376,240,0
520,18:39.8,Thread Group 1-99,POST save,1609,Success,12694,437,119,0
521,18:39.5,Thread Group 1-92,GET,1958,Success,12501,142,1957,0
522,18:38.4,Thread Group 1-95,POST send,3073,Success,12694,372,1060,95
523,18:38.4,Thread Group 1-100,POST send,3048,Success,12694,372,1003,73
524,18:39.5,Thread Group 1-91,GET,1932,Success,12501,142,1932,0
525,18:39.5,Thread Group 1-90,GET,1948,Success,12501,142,1948,0
526,18:39.7,Thread Group 1-94,POST save,1756,Success,12694,437,120,0
527,18:40.1,Thread Group 1-96,POST send,1521,Success,12694,372,784,0
528,18:40.9,Thread Group 1-97,GET,689,Success,12501,142,688,0
529,18:40.1,Thread Group 1-93,POST send,1463,Success,12694,372,729,0
530,16:41.7,Thread Group 1-21,POST send,120354,Warning,408,230,120353,171
531,16:41.7,Thread Group 1-1,POST send,120395,Warning,408,230,120395,202
532,16:41.7,Thread Group 1-10,POST send,120390,Warning,408,230,120390,170
533,16:41.7,Thread Group 1-9,POST send,120393,Warning,408,230,120393,190
534,16:41.7,Thread Group 1-36,POST save,120483,Warning,601,437,387,176
535,16:41.7,Thread Group 1-23,POST save,120502,Warning,601,437,407,191
536,18:39.5,Thread Group 1-98,POST send,2749,Success,12694,372,1975,0
537,16:42.1,Thread Group 1-22,GET,120170,Warning,408,142,120170,80
538,16:42.1,Thread Group 1-4,GET,120175,Warning,408,142,120175,81
539,16:42.1,Thread Group 1-7,GET,120171,Warning,408,142,120171,78
540,16:41.7,Thread Group 1-20,DELETE URL,120640,Warning,601,376,549,197
541,16:42.2,Thread Group 1-24,GET,120165,Warning,408,142,120164,72
542,16:41.7,Thread Group 1-32,DELETE URL,120726,Warning,601,376,634,182
543,16:41.7,Thread Group 1-12,DELETE URL,120763,Warning,601,376,664,207
544,16:41.7,Thread Group 1-34,DELETE URL,120749,Warning,601,376,656,170
545,16:41.7,Thread Group 1-29,DELETE URL,120766,Warning,601,376,661,175
546,16:41.7,Thread Group 1-25,DELETE URL,120786,Warning,601,376,675,198
547,18:41.5,Thread Group 1-90,POST save,1034,Success,12694,437,212,76
548,16:42.3,Thread Group 1-15,GET,120202,Warning,408,142,120202,85
549,18:41.4,Thread Group 1-92,POST save,1060,Success,12694,437,224,77
550,16:41.7,Thread Group 1-13,DELETE URL,120886,Warning,601,376,792,213
551,18:41.5,Thread Group 1-91,POST save,1125,Success,12694,437,221,81
552,16:41.7,Thread Group 1-14,DELETE URL,120900,Warning,601,376,807,206
553,18:41.6,Thread Group 1-97,POST save,1018,Success,12694,437,209,67
554,18:41.5,Thread Group 1-95,DELETE URL,1229,Success,12694,376,360,74
555,18:41.5,Thread Group 1-100,DELETE URL,1244,Success,12694,376,360,84
556,18:41.6,Thread Group 1-93,DELETE URL,1085,Success,12694,376,309,0
557,18:41.6,Thread Group 1-96,DELETE URL,1154,Success,12694,376,311,0
558,16:42.1,Thread Group 1-3,DELETE URL,120737,Warning,601,376,647,76
559,16:42.3,Thread Group 1-27,DELETE URL,120704,Warning,601,376,615,66
560,18:41.4,Thread Group 1-99,POST send,1751,Success,12694,372,851,79
561,18:42.3,Thread Group 1-20,GET,917,Success,12501,142,917,71
562,18:41.5,Thread Group 1-94,POST send,2050,Success,12694,372,991,76
563,18:42.1,Thread Group 1-21,DELETE URL,1505,Success,12694,376,381,69
564,18:42.3,Thread Group 1-22,POST save,1399,Success,12694,437,190,71
565,18:42.3,Thread Group 1-4,POST save,1447,Success,12694,437,213,84
566,18:42.1,Thread Group 1-9,DELETE URL,1616,Success,12694,376,374,74
567,18:42.1,Thread Group 1-1,DELETE URL,1744,Success,12694,376,385,72
568,18:42.3,Thread Group 1-7,POST save,1645,Success,12694,437,211,70
569,16:44.1,Thread Group 1-35,POST send,120198,Warning,408,230,120198,81
570,18:42.4,Thread Group 1-32,GET,1957,Success,12501,142,1957,70
571,18:42.1,Thread Group 1-10,DELETE URL,2302,Success,12694,376,400,79
572,18:42.5,Thread Group 1-12,GET,1954,Success,12501,142,1954,70
573,18:42.5,Thread Group 1-34,GET,1946,Success,12501,142,1946,78
574,18:42.5,Thread Group 1-29,GET,1942,Success,12501,142,1942,74
575,16:44.1,Thread Group 1-8,POST save,120330,Warning,601,437,203,73
576,16:44.2,Thread Group 1-26,GET,120207,Warning,408,142,120207,80
577,16:44.1,Thread Group 1-2,POST save,120337,Warning,601,437,219,74
578,18:42.2,Thread Group 1-98,DELETE URL,2357,Success,12694,376,309,0
579,18:42.4,Thread Group 1-24,POST save,2233,Success,12694,437,218,70
580,18:42.5,Thread Group 1-25,GET,2121,Success,12501,142,2121,84
581,18:42.6,Thread Group 1-13,GET,2036,Success,12501,142,2036,71
582,18:42.6,Thread Group 1-14,GET,2064,Success,12501,142,2064,86
583,16:44.1,Thread Group 1-19,DELETE URL,120537,Warning,601,376,437,81
584,16:44.1,Thread Group 1-31,DELETE URL,120538,Warning,601,376,441,83
585,16:44.1,Thread Group 1-33,DELETE URL,120546,Warning,601,376,429,79
586,16:44.1,Thread Group 1-11,DELETE URL,120553,Warning,601,376,430,81
587,18:42.7,Thread Group 1-100,GET,1996,Success,12501,142,1996,0
588,18:42.7,Thread Group 1-95,GET,2022,Success,12501,142,2022,0
589,18:42.7,Thread Group 1-93,GET,2011,Success,12501,142,2011,0
590,16:44.5,Thread Group 1-28,GET,120190,Warning,408,142,120190,77
591,16:44.1,Thread Group 1-17,DELETE URL,120584,Warning,601,376,482,84
592,16:44.5,Thread Group 1-6,GET,120174,Warning,408,142,120174,75
593,16:44.5,Thread Group 1-16,GET,120174,Warning,408,142,120174,74
594,16:44.5,Thread Group 1-18,GET,120194,Warning,408,142,120194,78
595,18:42.2,Thread Group 1-36,POST send,2623,Success,12694,372,998,69
596,18:42.2,Thread Group 1-23,POST send,2699,Success,12694,372,1045,68
597,16:44.6,Thread Group 1-39,POST save,120297,Warning,601,437,212,71
598,18:43.2,Thread Group 1-20,POST save,1678,Success,12694,437,106,0
599,18:43.6,Thread Group 1-21,GET,1400,Success,12501,142,1400,0
600,18:43.7,Thread Group 1-9,GET,1344,Success,12501,142,1344,0
601,18:43.8,Thread Group 1-1,GET,1275,Success,12501,142,1275,0
602,18:42.5,Thread Group 1-90,POST send,2731,Success,12694,372,1508,0
603,18:43.2,Thread Group 1-99,DELETE URL,2071,Success,12694,376,879,0
604,16:45.8,Thread Group 1-40,POST save,120321,Warning,601,437,209,89
605,16:46.7,Thread Group 1-41,POST save,120418,Warning,601,437,218,101
606,16:46.9,Thread Group 1-5,POST save,120301,Warning,601,437,212,82
607,16:47.1,Thread Group 1-37,POST send,120180,Warning,408,230,120180,76
608,16:47.1,Thread Group 1-38,POST send,120190,Warning,408,230,120189,85
609,16:47.2,Thread Group 1-30,GET,120192,Warning,408,142,120192,79
610,18:43.0,Thread Group 1-27,GET,4456,Success,12501,142,4456,70
611,18:44.7,Thread Group 1-31,GET,2807,Success,12501,142,2807,73
612,18:44.4,Thread Group 1-10,GET,3069,Success,12501,142,3069,75
613,18:42.6,Thread Group 1-97,POST send,4881,Success,12694,372,2044,0
614,18:44.7,Thread Group 1-33,GET,2818,Success,12501,142,2818,77
615,18:44.7,Thread Group 1-19,GET,2835,Success,12501,142,2835,80
616,18:43.5,Thread Group 1-94,DELETE URL,3997,Success,12694,376,840,66
617,18:42.8,Thread Group 1-3,GET,4669,Success,12501,142,4669,66
618,18:44.5,Thread Group 1-26,POST save,3063,Success,12694,437,316,206
619,18:44.7,Thread Group 1-11,GET,2846,Success,12501,142,2845,76
620,18:42.6,Thread Group 1-91,POST send,4949,Success,12694,372,2083,0
621,18:43.9,Thread Group 1-7,POST send,3651,Success,12694,372,1299,0
622,18:44.8,Thread Group 1-36,DELETE URL,2848,Success,12694,376,885,70
623,16:47.6,Thread Group 1-42,POST save,120265,Warning,601,437,176,67
624,16:48.7,Thread Group 1-43,POST save,120319,Warning,601,437,206,87
625,16:49.7,Thread Group 1-44,POST save,120318,Warning,601,437,192,74
626,18:42.5,Thread Group 1-15,POST save,7958,Success,12694,437,217,81
627,18:45.1,Thread Group 1-1,POST save,5357,Success,12694,437,187,73
628,18:42.7,Thread Group 1-96,GET,7736,Success,12501,142,7736,0
629,18:45.2,Thread Group 1-90,DELETE URL,5313,Success,12694,376,1101,0
630,16:50.7,Thread Group 1-45,POST save,120314,Warning,601,437,200,90
631,16:51.7,Thread Group 1-46,POST save,120295,Warning,601,437,207,87
632,16:52.7,Thread Group 1-47,POST save,120416,Warning,601,437,218,88
633,16:53.8,Thread Group 1-48,POST save,120317,Warning,601,437,196,80
634,16:54.7,Thread Group 1-49,POST save,120318,Warning,601,437,208,96
635,16:55.7,Thread Group 1-50,POST save,120318,Warning,601,437,179,65
636,16:56.7,Thread Group 1-51,POST save,120275,Warning,601,437,185,68
637,16:57.7,Thread Group 1-52,POST save,120413,Warning,601,437,200,81
638,16:58.7,Thread Group 1-53,POST save,120317,Warning,601,437,193,84
639,16:59.7,Thread Group 1-54,POST save,120314,Warning,601,437,195,75
640,17:00.7,Thread Group 1-55,POST save,120422,Warning,601,437,207,88
641,17:01.7,Thread Group 1-56,POST save,120318,Warning,601,437,194,73
642,17:02.8,Thread Group 1-57,POST save,120294,Warning,601,437,192,76
643,17:03.8,Thread Group 1-58,POST save,120421,Warning,601,437,208,86
644,17:04.7,Thread Group 1-59,POST save,120319,Warning,601,437,207,85
645,18:44.7,Thread Group 1-17,GET,20750,Success,12501,142,20750,69
646,17:05.7,Thread Group 1-60,POST save,120338,Warning,601,437,209,82
647,17:06.6,Thread Group 1-61,POST save,120313,Warning,601,437,181,68
648,17:07.8,Thread Group 1-62,POST save,120312,Warning,601,437,209,88
649,17:09.0,Thread Group 1-63,POST save,120320,Warning,601,437,174,66
650,17:09.6,Thread Group 1-64,POST save,120277,Warning,601,437,187,78
651,17:10.6,Thread Group 1-65,POST save,120319,Warning,601,437,186,70
652,17:11.7,Thread Group 1-66,POST save,120273,Warning,601,437,182,80
653,17:12.7,Thread Group 1-67,POST save,120423,Warning,601,437,313,167
654,17:13.7,Thread Group 1-68,POST save,120316,Warning,601,437,182,67
655,17:14.7,Thread Group 1-69,POST save,120427,Warning,601,437,214,84
656,17:15.7,Thread Group 1-70,POST save,120420,Warning,601,437,223,95
657,17:16.7,Thread Group 1-71,POST save,120524,Warning,601,437,372,244
658,17:17.6,Thread Group 1-72,POST save,120301,Warning,601,437,199,68
659,17:18.7,Thread Group 1-73,POST save,120319,Warning,601,437,202,76
660,17:19.6,Thread Group 1-74,POST save,120319,Warning,601,437,179,66
661,17:20.7,Thread Group 1-75,POST save,120314,Warning,601,437,197,68
662,17:21.7,Thread Group 1-76,POST save,120328,Warning,601,437,199,83
663,17:22.8,Thread Group 1-77,POST save,120419,Warning,601,437,201,66
664,17:23.6,Thread Group 1-78,POST save,120317,Warning,601,437,173,65
665,17:24.7,Thread Group 1-79,POST save,120283,Warning,601,437,188,69
666,17:25.7,Thread Group 1-80,POST save,120521,Warning,601,437,211,88
667,17:26.7,Thread Group 1-81,POST save,120313,Warning,601,437,216,98
668,17:27.7,Thread Group 1-82,POST save,120318,Warning,601,437,208,87
669,17:28.7,Thread Group 1-83,POST save,120320,Warning,601,437,172,66
670,17:29.7,Thread Group 1-84,POST save,120413,Warning,601,437,214,91
671,17:30.7,Thread Group 1-85,POST save,120442,Warning,601,437,197,76
672,17:31.7,Thread Group 1-86,POST save,120420,Warning,601,437,212,92
673,17:32.8,Thread Group 1-87,POST save,120316,Warning,601,437,205,79
674,17:33.7,Thread Group 1-88,POST save,120291,Warning,601,437,187,69
675,17:34.8,Thread Group 1-89,POST save,120419,Warning,601,437,198,81
676,18:42.5,Thread Group 1-92,POST send,122256,Warning,601,372,1942,0
677,18:44.4,Thread Group 1-29,POST save,120344,Warning,601,437,131,0
678,18:44.4,Thread Group 1-12,POST save,120353,Warning,601,437,125,0
679,18:44.4,Thread Group 1-32,POST save,120386,Warning,601,437,144,0
680,18:44.6,Thread Group 1-98,GET,120187,Warning,408,142,120187,75
681,18:44.4,Thread Group 1-34,POST save,120370,Warning,601,437,135,0
682,18:44.5,Thread Group 1-2,POST send,120332,Warning,408,230,120332,201
683,18:44.5,Thread Group 1-8,POST send,120337,Warning,408,230,120337,208
684,18:44.6,Thread Group 1-24,POST send,120188,Warning,408,230,120188,77
685,18:44.6,Thread Group 1-13,POST save,120270,Warning,601,437,179,85
686,18:44.6,Thread Group 1-25,POST save,120296,Warning,601,437,198,75
687,18:44.7,Thread Group 1-14,POST save,120263,Warning,601,437,175,77
688,18:44.3,Thread Group 1-35,DELETE URL,120614,Warning,601,376,527,75
689,18:44.7,Thread Group 1-100,POST save,120261,Warning,601,437,171,71
690,18:44.7,Thread Group 1-95,POST save,120280,Warning,601,437,181,82
691,18:44.7,Thread Group 1-93,POST save,120287,Warning,601,437,175,74
692,18:44.7,Thread Group 1-28,POST save,120297,Warning,601,437,173,70
693,18:44.7,Thread Group 1-6,POST save,120304,Warning,601,437,191,72
694,18:44.7,Thread Group 1-16,POST save,120304,Warning,601,437,191,83
695,18:44.7,Thread Group 1-18,POST save,120305,Warning,601,437,189,81
696,18:44.9,Thread Group 1-39,POST send,120176,Warning,408,230,120176,78
697,18:44.9,Thread Group 1-20,POST send,120176,Warning,408,230,120176,77
698,18:45.0,Thread Group 1-21,POST save,120270,Warning,601,437,184,73
699,18:43.7,Thread Group 1-22,POST send,121614,Warning,601,372,1451,0
700,18:43.7,Thread Group 1-4,POST send,121590,Warning,601,372,1423,0
701,18:45.3,Thread Group 1-99,GET,120079,Warning,408,142,120079,0
702,18:45.1,Thread Group 1-9,POST save,120308,Warning,601,437,186,72
703,18:44.9,Thread Group 1-23,DELETE URL,121107,Warning,601,376,1018,73
704,18:47.1,Thread Group 1-41,POST send,120218,Warning,408,230,120217,83
705,18:47.2,Thread Group 1-5,POST send,120197,Warning,408,230,120197,79
706,18:47.5,Thread Group 1-26,POST send,120295,Warning,408,230,120295,89
707,18:47.3,Thread Group 1-37,DELETE URL,120562,Warning,601,376,380,66
708,18:47.5,Thread Group 1-94,GET,120319,Warning,408,142,120319,97
709,18:47.5,Thread Group 1-31,POST save,120351,Warning,601,437,195,73
710,18:47.4,Thread Group 1-30,POST save,120471,Warning,601,437,296,88
711,18:47.5,Thread Group 1-27,POST save,120378,Warning,601,437,194,71
712,18:47.7,Thread Group 1-36,GET,120175,Warning,408,142,120175,78
713,18:47.5,Thread Group 1-33,POST save,120348,Warning,601,437,261,75
714,18:47.5,Thread Group 1-10,POST save,120378,Warning,601,437,281,86
715,18:47.5,Thread Group 1-3,POST save,120356,Warning,601,437,255,89
716,18:47.5,Thread Group 1-11,POST save,120345,Warning,601,437,252,90
717,18:47.5,Thread Group 1-19,POST save,120370,Warning,601,437,261,75
718,18:47.3,Thread Group 1-38,DELETE URL,120599,Warning,601,376,503,70
719,18:47.5,Thread Group 1-97,DELETE URL,120499,Warning,601,376,409,84
720,18:47.5,Thread Group 1-91,DELETE URL,120487,Warning,601,376,397,90
721,18:47.9,Thread Group 1-42,POST send,120179,Warning,408,230,120179,67
722,18:47.6,Thread Group 1-7,DELETE URL,120549,Warning,601,376,468,70
723,18:49.0,Thread Group 1-43,POST send,120180,Warning,408,230,120180,68
724,18:50.1,Thread Group 1-44,POST send,120217,Warning,408,230,120217,77
725,18:50.5,Thread Group 1-15,POST send,120177,Warning,408,230,120176,69
726,18:50.5,Thread Group 1-1,POST send,120196,Warning,408,230,120196,68
727,18:46.1,Thread Group 1-40,POST send,124597,Warning,601,372,4415,75
728,18:50.5,Thread Group 1-90,GET,120163,Warning,408,142,120163,75
729,18:50.5,Thread Group 1-96,POST save,120279,Warning,601,437,198,69
730,18:51.0,Thread Group 1-45,POST send,120178,Warning,408,230,120178,70
731,18:52.0,Thread Group 1-46,POST send,120239,Warning,408,230,120238,70
