Sample #,Start time,Thread name,Label,Sample time (ms),Status,Bytes,Sent bytes,Latency,Connect time(ms)
732,18:53.1,Thread Group 1-47,POST send,120216,Warning,408,230,120216,83
733,18:54.2,Thread Group 1-48,POST send,120219,Warning,408,230,120219,67
734,18:56.0,Thread Group 1-50,POST send,120323,Warning,408,230,120323,71
735,18:55.0,Thread Group 1-49,POST send,121970,Warning,601,372,1881,66
736,18:57.0,Thread Group 1-51,POST send,120177,Warning,408,230,120177,71
737,18:58.2,Thread Group 1-52,POST send,120319,Warning,408,230,120319,88
738,18:59.0,Thread Group 1-53,POST send,120208,Warning,408,230,120208,87
739,19:00.0,Thread Group 1-54,POST send,120214,Warning,408,230,120214,70
740,19:01.1,Thread Group 1-55,POST send,120217,Warning,408,230,120217,81
741,19:02.0,Thread Group 1-56,POST send,120318,Warning,408,230,120318,92
742,19:03.1,Thread Group 1-57,POST send,120218,Warning,408,230,120218,70
743,19:04.2,Thread Group 1-58,POST send,120318,Warning,408,230,120318,83
744,19:05.0,Thread Group 1-59,POST send,120197,Warning,408,230,120197,67
745,19:05.5,Thread Group 1-17,POST save,120285,Warning,601,437,203,71
746,19:06.1,Thread Group 1-60,POST send,120168,Warning,408,230,120168,70
747,19:07.0,Thread Group 1-61,POST send,120222,Warning,408,230,120222,68
748,19:08.1,Thread Group 1-62,POST send,120178,Warning,408,230,120178,70
749,19:09.3,Thread Group 1-63,POST send,120318,Warning,408,230,120318,80
750,19:09.9,Thread Group 1-64,POST send,120163,Warning,408,230,120162,67
751,19:11.0,Thread Group 1-65,POST send,120216,Warning,408,230,120215,70
752,19:11.9,Thread Group 1-66,POST send,120209,Warning,408,230,120209,68
753,19:13.1,Thread Group 1-67,POST send,120188,Warning,408,230,120187,69
754,19:14.0,Thread Group 1-68,POST send,120319,Warning,408,230,120319,95
755,19:15.2,Thread Group 1-69,POST send,120422,Warning,408,230,120422,180
756,19:16.1,Thread Group 1-70,POST send,120188,Warning,408,230,120188,85
757,19:17.2,Thread Group 1-71,POST send,120216,Warning,408,230,120216,69
758,19:17.9,Thread Group 1-72,POST send,120188,Warning,408,230,120188,67
759,19:19.0,Thread Group 1-73,POST send,120319,Warning,408,230,120318,77
760,19:20.0,Thread Group 1-74,POST send,120216,Warning,408,230,120216,69
761,19:21.0,Thread Group 1-75,POST send,120222,Warning,408,230,120221,68
762,19:22.0,Thread Group 1-76,POST send,120286,Warning,408,230,120286,86
763,19:23.2,Thread Group 1-77,POST send,120319,Warning,408,230,120319,77
764,19:24.0,Thread Group 1-78,POST send,120188,Warning,408,230,120188,81
765,19:25.0,Thread Group 1-79,POST send,120248,Warning,408,230,120248,69
766,19:26.2,Thread Group 1-80,POST send,120316,Warning,408,230,120316,105
767,19:27.0,Thread Group 1-81,POST send,120182,Warning,408,230,120181,72
768,19:28.1,Thread Group 1-82,POST send,120218,Warning,408,230,120218,70
769,19:29.0,Thread Group 1-83,POST send,120214,Warning,408,230,120214,81
770,19:30.1,Thread Group 1-84,POST send,120217,Warning,408,230,120217,95
771,19:31.1,Thread Group 1-85,POST send,120305,Warning,408,230,120304,84
772,19:32.1,Thread Group 1-86,POST send,120216,Warning,408,230,120216,66
773,19:33.1,Thread Group 1-87,POST send,120190,Warning,408,230,120190,72
774,19:34.0,Thread Group 1-88,POST send,120171,Warning,408,230,120171,75
775,19:35.2,Thread Group 1-89,POST send,120320,Warning,408,230,120320,96
776,20:44.8,Thread Group 1-12,POST send,120629,Warning,408,230,120629,205
777,20:44.8,Thread Group 1-32,POST send,120621,Warning,408,230,120621,192
778,20:44.8,Thread Group 1-34,POST send,120616,Warning,408,230,120616,185
779,20:44.8,Thread Group 1-98,POST save,120618,Warning,601,437,381,188
780,20:45.0,Thread Group 1-28,POST send,120401,Warning,408,230,120400,73
781,20:44.9,Thread Group 1-35,GET,120467,Warning,408,142,120466,65
782,20:45.0,Thread Group 1-16,POST send,120394,Warning,408,230,120394,73
783,20:44.8,Thread Group 1-29,POST send,120645,Warning,408,230,120645,202
784,20:45.0,Thread Group 1-93,POST send,120416,Warning,408,230,120416,71
785,20:44.9,Thread Group 1-14,POST send,120490,Warning,408,230,120490,67
786,20:45.0,Thread Group 1-95,POST send,120430,Warning,408,230,120430,69
787,20:45.0,Thread Group 1-6,POST send,120395,Warning,408,230,120395,75
788,20:44.9,Thread Group 1-13,POST send,120532,Warning,408,230,120532,71
789,20:44.9,Thread Group 1-25,POST send,120512,Warning,408,230,120512,69
790,20:45.0,Thread Group 1-100,POST send,120468,Warning,408,230,120468,74
791,20:45.0,Thread Group 1-18,POST send,120398,Warning,408,230,120398,73
792,20:45.2,Thread Group 1-21,POST send,120175,Warning,408,230,120175,71
793,20:44.8,Thread Group 1-24,DELETE URL,120628,Warning,601,376,438,174
794,20:44.8,Thread Group 1-2,DELETE URL,120706,Warning,601,376,609,180
795,20:44.8,Thread Group 1-8,DELETE URL,120707,Warning,601,376,609,178
796,20:45.4,Thread Group 1-9,POST send,120169,Warning,408,230,120169,69
797,20:44.8,Thread Group 1-92,DELETE URL,120820,Warning,601,376,739,186
798,20:45.3,Thread Group 1-99,POST save,120258,Warning,601,437,179,71
799,20:45.1,Thread Group 1-39,DELETE URL,120686,Warning,601,376,589,68
800,20:45.1,Thread Group 1-20,DELETE URL,120908,Warning,601,376,812,84
801,20:45.3,Thread Group 1-22,DELETE URL,120881,Warning,601,376,779,81
802,20:45.3,Thread Group 1-4,DELETE URL,120854,Warning,601,376,762,66
803,20:46.0,Thread Group 1-23,GET,120177,Warning,408,142,120177,72
804,22:45.5,Thread Group 1-8,GET,1211,Success,12501,142,1211,102
805,22:45.5,Thread Group 1-2,GET,1227,Success,12501,142,1227,116
806,22:45.4,Thread Group 1-24,GET,1321,Success,12501,142,1321,192
807,22:45.6,Thread Group 1-92,GET,1686,Success,12501,142,1685,68
808,22:45.8,Thread Group 1-39,GET,1902,Success,12501,142,1902,86
809,22:45.4,Thread Group 1-35,POST save,2338,Success,12694,437,410,207
810,22:45.4,Thread Group 1-32,DELETE URL,2352,Success,12694,376,474,216
811,22:45.4,Thread Group 1-12,DELETE URL,2365,Success,12694,376,487,208
812,22:45.4,Thread Group 1-6,DELETE URL,2349,Success,12694,376,562,202
813,22:45.4,Thread Group 1-28,DELETE URL,2353,Success,12694,376,566,203
814,20:47.3,Thread Group 1-41,DELETE URL,120457,Warning,601,376,320,67
815,22:45.4,Thread Group 1-93,DELETE URL,2360,Success,12694,376,605,204
816,22:45.4,Thread Group 1-100,DELETE URL,2366,Success,12694,376,592,196
817,22:46.0,Thread Group 1-20,GET,1784,Success,12501,142,1784,71
818,22:45.4,Thread Group 1-34,DELETE URL,2406,Success,12694,376,709,216
819,20:47.4,Thread Group 1-5,DELETE URL,120408,Warning,601,376,317,67
820,22:45.4,Thread Group 1-21,DELETE URL,2437,Success,12694,376,711,188
821,22:45.4,Thread Group 1-18,DELETE URL,2441,Success,12694,376,691,198
822,22:45.4,Thread Group 1-29,DELETE URL,2458,Success,12694,376,732,201
823,22:45.4,Thread Group 1-25,DELETE URL,2465,Success,12694,376,730,204
824,22:46.2,Thread Group 1-4,GET,1737,Success,12501,142,1736,74
825,20:47.8,Thread Group 1-37,GET,120157,Warning,408,142,120157,67
826,22:46.2,Thread Group 1-22,GET,1872,Success,12501,142,1872,73
827,20:47.8,Thread Group 1-31,POST send,120225,Warning,408,230,120224,74
828,20:47.9,Thread Group 1-10,POST send,120198,Warning,408,230,120198,72
829,22:45.4,Thread Group 1-13,DELETE URL,2652,Success,12694,376,829,204
830,22:45.4,Thread Group 1-16,DELETE URL,2672,Success,12694,376,853,202
831,20:47.8,Thread Group 1-27,POST send,120269,Warning,408,230,120269,94
832,20:47.9,Thread Group 1-38,GET,120213,Warning,408,142,120213,76
833,20:47.8,Thread Group 1-30,POST send,120272,Warning,408,230,120272,96
834,20:47.8,Thread Group 1-33,POST send,120260,Warning,408,230,120260,85
835,20:47.9,Thread Group 1-19,POST send,120243,Warning,408,230,120243,72
836,20:47.9,Thread Group 1-11,POST send,120243,Warning,408,230,120243,75
837,20:47.9,Thread Group 1-3,POST send,120248,Warning,408,230,120248,70
838,20:48.0,Thread Group 1-97,GET,120153,Warning,408,142,120153,70
839,22:45.5,Thread Group 1-9,DELETE URL,2616,Success,12694,376,739,77
840,22:45.4,Thread Group 1-14,DELETE URL,2769,Success,12694,376,867,199
841,20:47.8,Thread Group 1-94,POST save,120366,Warning,601,437,234,75
842,20:47.8,Thread Group 1-36,POST save,120356,Warning,601,437,233,89
843,22:46.2,Thread Group 1-23,POST save,2015,Success,12694,437,205,78
844,20:48.0,Thread Group 1-91,GET,120213,Warning,408,142,120213,66
845,20:47.8,Thread Group 1-26,DELETE URL,120428,Warning,601,376,325,70
846,22:45.4,Thread Group 1-95,DELETE URL,2828,Success,12694,376,977,199
847,22:46.7,Thread Group 1-8,POST save,1561,Success,12694,437,124,0
848,22:46.7,Thread Group 1-2,POST save,1561,Success,12694,437,126,0
849,20:48.1,Thread Group 1-7,GET,120168,Warning,408,142,120168,70
850,22:47.3,Thread Group 1-92,POST save,1199,Success,12694,437,108,0
851,22:45.6,Thread Group 1-99,POST send,2882,Success,12694,372,1775,70
852,22:45.4,Thread Group 1-98,POST send,3099,Success,12694,372,1518,213
853,22:46.7,Thread Group 1-24,POST save,1792,Success,12694,437,108,0
854,20:48.1,Thread Group 1-42,DELETE URL,120731,Warning,601,376,624,73
855,22:47.8,Thread Group 1-32,GET,1156,Success,12501,142,1156,99
856,22:47.8,Thread Group 1-28,GET,1172,Success,12501,142,1172,123
857,22:47.8,Thread Group 1-12,GET,1186,Success,12501,142,1186,123
858,22:47.8,Thread Group 1-41,GET,1261,Success,12501,142,1261,119
859,22:47.8,Thread Group 1-6,GET,1301,Success,12501,142,1301,124
860,22:47.8,Thread Group 1-34,GET,1390,Success,12501,142,1390,83
861,22:47.8,Thread Group 1-93,GET,1644,Success,12501,142,1643,115
862,22:47.8,Thread Group 1-100,GET,1683,Success,12501,142,1683,103
863,22:47.8,Thread Group 1-5,GET,1643,Success,12501,142,1643,80
864,22:47.7,Thread Group 1-39,POST save,1815,Success,12694,437,161,0
865,20:49.2,Thread Group 1-43,DELETE URL,120422,Warning,601,376,328,73
866,22:47.8,Thread Group 1-20,POST save,1950,Success,12694,437,136,0
867,22:47.9,Thread Group 1-21,GET,1951,Success,12501,142,1951,78
868,22:47.9,Thread Group 1-18,GET,1987,Success,12501,142,1987,86
869,22:47.9,Thread Group 1-29,GET,2105,Success,12501,142,2105,85
870,22:47.9,Thread Group 1-25,GET,2105,Success,12501,142,2105,85
871,22:47.9,Thread Group 1-4,POST save,2095,Success,12694,437,207,0
872,22:48.1,Thread Group 1-13,GET,2062,Success,12501,142,2062,108
873,22:48.1,Thread Group 1-16,GET,2087,Success,12501,142,2087,107
874,20:50.3,Thread Group 1-44,DELETE URL,120528,Warning,601,376,326,70
875,20:50.7,Thread Group 1-40,DELETE URL,120857,Warning,601,376,381,71
876,20:50.8,Thread Group 1-96,POST send,120778,Warning,408,230,120778,81
877,20:50.6,Thread Group 1-15,DELETE URL,120889,Warning,601,376,317,70
878,22:48.0,Thread Group 1-37,POST save,3554,Success,12694,437,255,98
879,22:48.2,Thread Group 1-14,GET,3351,Success,12501,142,3351,98
880,20:50.7,Thread Group 1-90,POST save,120834,Warning,601,437,214,65
881,22:48.2,Thread Group 1-9,GET,3380,Success,12501,142,3380,79
882,20:50.7,Thread Group 1-1,DELETE URL,120879,Warning,601,376,383,69
883,20:51.2,Thread Group 1-45,DELETE URL,120408,Warning,601,376,320,71
884,22:48.0,Thread Group 1-22,POST save,3690,Success,12694,437,164,0
885,22:48.2,Thread Group 1-26,GET,3498,Success,12501,142,3498,77
886,22:48.2,Thread Group 1-95,GET,3516,Success,12501,142,3515,75
887,22:48.1,Thread Group 1-97,POST save,3682,Success,12694,437,215,78
888,22:48.1,Thread Group 1-38,POST save,3734,Success,12694,437,247,96
889,22:48.2,Thread Group 1-91,POST save,3626,Success,12694,437,204,74
890,22:48.3,Thread Group 1-7,POST save,3694,Success,12694,437,250,126
891,22:48.1,Thread Group 1-31,DELETE URL,4169,Success,12694,376,726,74
892,22:48.1,Thread Group 1-10,DELETE URL,4246,Success,12694,376,727,77
893,22:48.8,Thread Group 1-42,GET,3579,Success,12501,142,3579,78
894,22:48.1,Thread Group 1-11,DELETE URL,4266,Success,12694,376,803,85
895,22:47.8,Thread Group 1-35,POST send,4715,Success,12694,372,1223,103
896,22:48.1,Thread Group 1-33,DELETE URL,4392,Success,12694,376,819,97
897,22:48.1,Thread Group 1-30,DELETE URL,4417,Success,12694,376,822,96
898,22:48.1,Thread Group 1-3,DELETE URL,4424,Success,12694,376,877,84
899,22:48.1,Thread Group 1-19,DELETE URL,4453,Success,12694,376,924,82
900,22:48.9,Thread Group 1-32,POST save,3684,Success,12694,437,143,0
901,22:48.1,Thread Group 1-27,DELETE URL,4512,Success,12694,376,947,97
902,22:48.9,Thread Group 1-28,POST save,3703,Success,12694,437,123,0
903,20:52.2,Thread Group 1-46,DELETE URL,120431,Warning,601,376,338,90
904,22:49.0,Thread Group 1-12,POST save,3728,Success,12694,437,121,0
905,22:49.0,Thread Group 1-41,POST save,3780,Success,12694,437,120,0
906,22:49.2,Thread Group 1-34,POST save,3651,Success,12694,437,111,0
907,22:49.1,Thread Group 1-6,POST save,3791,Success,12694,437,108,0
908,22:49.4,Thread Group 1-93,POST save,3517,Success,12694,437,111,0
909,22:49.5,Thread Group 1-100,POST save,3477,Success,12694,437,101,0
910,22:49.5,Thread Group 1-5,POST save,3487,Success,12694,437,99,0
911,22:49.6,Thread Group 1-43,GET,3564,Success,12501,142,3564,83
912,22:48.5,Thread Group 1-99,DELETE URL,4733,Success,12694,376,1224,75
913,22:48.5,Thread Group 1-98,DELETE URL,4789,Success,12694,376,1288,79
914,22:49.9,Thread Group 1-18,POST save,3742,Success,12694,437,134,0
915,22:49.8,Thread Group 1-21,POST save,3801,Success,12694,437,174,0
916,20:53.4,Thread Group 1-47,DELETE URL,120430,Warning,601,376,344,94
917,22:50.8,Thread Group 1-44,GET,3012,Success,12501,142,3011,64
918,22:50.0,Thread Group 1-29,POST save,3853,Success,12694,437,202,76
919,22:50.0,Thread Group 1-25,POST save,3862,Success,12694,437,195,66
920,22:50.1,Thread Group 1-13,POST save,3737,Success,12694,437,179,70
921,22:50.2,Thread Group 1-16,POST save,3716,Success,12694,437,1357,68
922,22:51.5,Thread Group 1-40,GET,2418,Success,12501,142,2418,67
923,22:51.5,Thread Group 1-15,GET,2562,Success,12501,142,2562,77
924,22:51.6,Thread Group 1-1,GET,2563,Success,12501,142,2563,80
925,22:51.5,Thread Group 1-14,POST save,2887,Success,12694,437,233,87
926,22:51.6,Thread Group 1-45,GET,2942,Success,12501,142,2941,72
927,22:51.5,Thread Group 1-9,POST save,2978,Success,12694,437,237,88
928,22:48.2,Thread Group 1-94,POST send,6375,Success,12694,372,3580,89
929,22:48.2,Thread Group 1-23,POST send,6464,Success,12694,372,3580,82
930,22:48.2,Thread Group 1-36,POST send,6501,Success,12694,372,3584,88
931,20:54.4,Thread Group 1-48,DELETE URL,120475,Warning,601,376,370,82
932,22:48.3,Thread Group 1-8,POST send,6609,Success,12694,372,3597,70
933,22:51.7,Thread Group 1-26,POST save,3160,Success,12694,437,223,109
934,22:51.8,Thread Group 1-95,POST save,3199,Success,12694,437,220,91
935,22:48.3,Thread Group 1-2,POST send,6761,Success,12694,372,3712,135
936,22:52.2,Thread Group 1-31,GET,2911,Success,12501,142,2910,158
937,22:48.5,Thread Group 1-92,POST send,6762,Success,12694,372,3770,85
938,22:52.3,Thread Group 1-10,GET,2941,Success,12501,142,2941,80
939,22:48.5,Thread Group 1-24,POST send,6714,Success,12694,372,3860,69
940,22:52.4,Thread Group 1-11,GET,2875,Success,12501,142,2875,180
941,22:52.5,Thread Group 1-33,GET,2821,Success,12501,142,2821,116
942,22:52.5,Thread Group 1-30,GET,2873,Success,12501,142,2872,91
943,22:52.6,Thread Group 1-19,GET,2846,Success,12501,142,2845,69
944,22:52.6,Thread Group 1-3,GET,2960,Success,12501,142,2959,91
945,22:52.6,Thread Group 1-27,GET,3100,Success,12501,142,3099,71
946,22:52.4,Thread Group 1-42,POST save,3342,Success,12694,437,331,182
947,22:52.7,Thread Group 1-46,GET,3128,Success,12501,142,3128,70
948,22:51.5,Thread Group 1-96,DELETE URL,4278,Success,12694,376,1285,80
949,22:49.5,Thread Group 1-39,POST send,6673,Success,12694,372,3514,0
950,22:53.2,Thread Group 1-99,GET,3092,Success,12501,142,3092,69
951,22:53.3,Thread Group 1-98,GET,3076,Success,12501,142,3076,73
952,22:49.7,Thread Group 1-20,POST send,6666,Success,12694,372,3637,74
953,22:53.2,Thread Group 1-43,POST save,3240,Success,12694,437,200,81
954,22:50.0,Thread Group 1-4,POST send,6730,Success,12694,372,3708,84
955,22:53.8,Thread Group 1-47,GET,3014,Success,12501,142,3014,79
956,20:56.3,Thread Group 1-50,DELETE URL,120478,Warning,601,376,357,98
957,22:52.5,Thread Group 1-35,DELETE URL,4359,Success,12694,376,1394,148
958,22:53.8,Thread Group 1-44,POST save,3166,Success,12694,437,266,75
959,22:54.0,Thread Group 1-40,POST save,3185,Success,12694,437,242,131
960,22:54.1,Thread Group 1-15,POST save,3067,Success,12694,437,186,71
961,22:54.1,Thread Group 1-1,POST save,3107,Success,12694,437,178,68
962,22:51.5,Thread Group 1-90,POST send,5748,Success,12694,372,2695,81
963,22:51.5,Thread Group 1-37,POST send,5759,Success,12694,372,2718,80
964,20:57.0,Thread Group 1-49,DELETE URL,120418,Warning,601,376,332,70
965,22:51.7,Thread Group 1-22,POST send,5820,Success,12694,372,2879,73
966,20:57.2,Thread Group 1-51,DELETE URL,120408,Warning,601,376,320,70
967,22:54.5,Thread Group 1-45,POST save,3136,Success,12694,437,203,75
968,22:54.9,Thread Group 1-48,GET,2909,Success,12501,142,2909,69
969,22:51.8,Thread Group 1-97,POST send,5958,Success,12694,372,3032,78
970,22:51.8,Thread Group 1-38,POST send,6003,Success,12694,372,3045,84
971,22:51.9,Thread Group 1-91,POST send,6203,Success,12694,372,3131,90
972,22:52.0,Thread Group 1-7,POST send,6103,Success,12694,372,3065,66
973,22:55.1,Thread Group 1-31,POST save,3267,Success,12694,437,196,79
974,22:55.2,Thread Group 1-10,POST save,3309,Success,12694,437,205,70
975,22:55.3,Thread Group 1-11,POST save,3302,Success,12694,437,190,76
976,22:55.4,Thread Group 1-19,POST save,3157,Success,12694,437,197,74
977,22:55.3,Thread Group 1-33,POST save,3257,Success,12694,437,196,79
978,22:55.4,Thread Group 1-30,POST save,3180,Success,12694,437,197,75
979,22:52.6,Thread Group 1-28,POST send,6063,Success,12694,372,3100,71
980,22:52.6,Thread Group 1-32,POST send,6117,Success,12694,372,2970,83
981,22:55.5,Thread Group 1-3,POST save,3208,Success,12694,437,251,70
982,22:55.8,Thread Group 1-96,GET,3118,Success,12501,142,3118,75
983,20:58.5,Thread Group 1-52,DELETE URL,120461,Warning,601,376,352,83
984,22:55.7,Thread Group 1-27,POST save,3217,Success,12694,437,219,88
985,22:55.8,Thread Group 1-46,POST save,3157,Success,12694,437,178,70
986,22:52.7,Thread Group 1-12,POST send,6304,Success,12694,372,3159,70
987,22:52.9,Thread Group 1-34,POST send,6265,Success,12694,372,3133,78
988,22:52.8,Thread Group 1-41,POST send,6363,Success,12694,372,3089,70
989,22:52.9,Thread Group 1-6,POST send,6324,Success,12694,372,3132,79
990,22:54.6,Thread Group 1-94,DELETE URL,4622,Success,12694,376,1434,79
991,22:54.7,Thread Group 1-23,DELETE URL,4540,Success,12694,376,1452,96
992,22:54.7,Thread Group 1-36,DELETE URL,4565,Success,12694,376,1444,92
993,22:52.9,Thread Group 1-93,POST send,6399,Success,12694,372,3180,79
994,22:54.9,Thread Group 1-8,DELETE URL,4547,Success,12694,376,1442,74
995,22:53.0,Thread Group 1-5,POST send,6533,Success,12694,372,3306,74
996,22:53.0,Thread Group 1-100,POST send,6556,Success,12694,372,3330,83
997,22:55.1,Thread Group 1-2,DELETE URL,4533,Success,12694,376,1469,74
998,22:56.3,Thread Group 1-99,POST save,3276,Success,12694,437,204,90
999,20:59.2,Thread Group 1-53,DELETE URL,120425,Warning,601,376,329,70
1000,22:56.4,Thread Group 1-98,POST save,3327,Success,12694,437,185,73
1001,22:55.2,Thread Group 1-92,DELETE URL,4471,Success,12694,376,1411,78
1002,22:53.6,Thread Group 1-18,POST send,6176,Success,12694,372,2994,66
1003,22:55.3,Thread Group 1-24,DELETE URL,4576,Success,12694,376,1480,80
1004,22:53.6,Thread Group 1-21,POST send,6218,Success,12694,372,3114,72
1005,22:56.8,Thread Group 1-50,GET,3167,Success,12501,142,3167,67
1006,22:56.8,Thread Group 1-35,GET,3154,Success,12501,142,3154,74
1007,22:53.8,Thread Group 1-29,POST send,6252,Success,12694,372,3059,78
1008,22:53.9,Thread Group 1-25,POST send,6339,Success,12694,372,3067,77
1009,22:56.8,Thread Group 1-47,POST save,3411,Success,12694,437,202,69
1010,22:53.9,Thread Group 1-13,POST send,6363,Success,12694,372,3072,74
1011,22:53.9,Thread Group 1-16,POST send,6364,Success,12694,372,3158,186
1012,22:57.4,Thread Group 1-49,GET,3199,Success,12501,142,3199,73
1013,22:54.4,Thread Group 1-14,POST send,6176,Success,12694,372,3018,75
1014,21:00.2,Thread Group 1-54,DELETE URL,120415,Warning,601,376,323,67
1015,22:54.5,Thread Group 1-9,POST send,6138,Success,12694,372,3006,92
1016,22:56.2,Thread Group 1-39,DELETE URL,4534,Success,12694,376,1454,73
1017,22:57.6,Thread Group 1-51,GET,3155,Success,12501,142,3155,81
1018,22:56.4,Thread Group 1-20,DELETE URL,4567,Success,12694,376,1398,77
1019,22:57.8,Thread Group 1-48,POST save,3407,Success,12694,437,178,66
1020,22:54.9,Thread Group 1-26,POST send,6442,Success,12694,372,3076,76
1021,22:55.0,Thread Group 1-95,POST send,6392,Success,12694,372,3045,79
1022,22:56.7,Thread Group 1-4,DELETE URL,4824,Success,12694,376,1471,99
1023,21:01.3,Thread Group 1-55,DELETE URL,120412,Warning,601,376,316,66
1024,22:57.3,Thread Group 1-37,DELETE URL,4665,Success,12694,376,1625,67
1025,22:57.3,Thread Group 1-90,DELETE URL,4703,Success,12694,376,1636,78
1026,22:55.7,Thread Group 1-42,POST send,6526,Success,12694,372,3195,76
1027,22:58.9,Thread Group 1-52,GET,3408,Success,12501,142,3408,71
1028,22:57.5,Thread Group 1-22,DELETE URL,4859,Success,12694,376,1590,70
1029,22:58.9,Thread Group 1-96,POST save,3526,Success,12694,437,226,72
1030,22:59.2,Thread Group 1-94,GET,3333,Success,12501,142,3333,92
1031,22:59.2,Thread Group 1-23,GET,3372,Success,12501,142,3372,87
1032,22:59.3,Thread Group 1-36,GET,3378,Success,12501,142,3378,71
1033,21:02.4,Thread Group 1-56,DELETE URL,120440,Warning,601,376,357,93
1034,22:57.8,Thread Group 1-97,DELETE URL,5079,Success,12694,376,1639,70
1035,22:57.8,Thread Group 1-38,DELETE URL,5070,Success,12694,376,1671,80
1036,22:59.4,Thread Group 1-8,GET,3527,Success,12501,142,3527,75
1037,22:58.1,Thread Group 1-91,DELETE URL,4917,Success,12694,376,1587,72
1038,22:59.6,Thread Group 1-2,GET,3413,Success,12501,142,3413,74
1039,22:59.6,Thread Group 1-53,GET,3415,Success,12501,142,3415,84
1040,22:58.1,Thread Group 1-7,DELETE URL,4936,Success,12694,376,1648,71
1041,22:59.7,Thread Group 1-92,GET,3420,Success,12501,142,3420,66
1042,22:56.4,Thread Group 1-43,POST send,6729,Success,12694,372,3278,70
1043,22:59.8,Thread Group 1-24,GET,3521,Success,12501,142,3521,99
1044,23:00.0,Thread Group 1-35,POST save,3410,Success,12694,437,235,68
1045,23:00.0,Thread Group 1-50,POST save,3443,Success,12694,437,274,74
1046,22:58.7,Thread Group 1-32,DELETE URL,4777,Success,12694,376,1530,86
1047,22:58.7,Thread Group 1-28,DELETE URL,4832,Success,12694,376,1538,68
1048,22:57.0,Thread Group 1-44,POST send,6588,Success,12694,372,3289,74
1049,21:03.3,Thread Group 1-57,DELETE URL,120426,Warning,601,376,332,84
1050,22:57.1,Thread Group 1-40,POST send,6582,Success,12694,372,3153,78
1051,22:57.2,Thread Group 1-15,POST send,6647,Success,12694,372,3211,67
1052,22:59.0,Thread Group 1-12,DELETE URL,4851,Success,12694,376,1587,70
1053,22:57.2,Thread Group 1-1,POST send,6747,Success,12694,372,3311,75
1054,22:59.1,Thread Group 1-34,DELETE URL,4928,Success,12694,376,1588,70
1055,23:00.6,Thread Group 1-54,GET,3429,Success,12501,142,3429,84
1056,23:00.6,Thread Group 1-49,POST save,3511,Success,12694,437,187,70
1057,22:59.2,Thread Group 1-41,DELETE URL,4929,Success,12694,376,1580,87
1058,23:00.7,Thread Group 1-39,GET,3454,Success,12501,142,3453,73
1059,22:59.2,Thread Group 1-6,DELETE URL,4997,Success,12694,376,1603,78
1060,22:59.3,Thread Group 1-93,DELETE URL,4952,Success,12694,376,1553,84
1061,23:00.7,Thread Group 1-51,POST save,3604,Success,12694,437,182,67
1062,22:59.5,Thread Group 1-5,DELETE URL,4856,Success,12694,376,1517,84
1063,23:01.0,Thread Group 1-20,GET,3543,Success,12501,142,3543,167
1064,22:59.5,Thread Group 1-100,DELETE URL,5081,Success,12694,376,1649,79
1065,22:57.7,Thread Group 1-45,POST send,6951,Success,12694,372,3334,75
1066,22:59.8,Thread Group 1-18,DELETE URL,4926,Success,12694,376,1593,73
1067,22:59.8,Thread Group 1-21,DELETE URL,4877,Success,12694,376,1586,90
1068,23:01.6,Thread Group 1-4,GET,3287,Success,12501,142,3287,68
1069,23:00.1,Thread Group 1-29,DELETE URL,4807,Success,12694,376,1540,113
1070,21:04.5,Thread Group 1-58,DELETE URL,120418,Warning,601,376,315,67
1071,22:58.4,Thread Group 1-31,POST send,6610,Success,12694,372,3280,158
1072,23:00.2,Thread Group 1-25,DELETE URL,4900,Success,12694,376,1595,71
1073,23:00.2,Thread Group 1-13,DELETE URL,4908,Success,12694,376,1587,78
1074,23:01.8,Thread Group 1-55,GET,3398,Success,12501,142,3397,78
1075,21:05.2,Thread Group 1-59,DELETE URL,120421,Warning,601,376,334,68
1076,21:05.8,Thread Group 1-17,POST send,120180,Warning,408,230,120180,71
1077,21:06.2,Thread Group 1-60,DELETE URL,120411,Warning,601,376,323,68
1078,21:07.2,Thread Group 1-61,DELETE URL,120558,Warning,601,376,336,80
1079,21:08.3,Thread Group 1-62,DELETE URL,120564,Warning,601,376,326,74
1080,23:04.0,Thread Group 1-1,DELETE URL,5412,Success,12694,376,1717,72
1081,21:09.6,Thread Group 1-63,DELETE URL,120727,Warning,601,376,321,80
1082,21:10.1,Thread Group 1-64,DELETE URL,120406,Warning,601,376,319,68
1083,21:11.2,Thread Group 1-65,DELETE URL,120526,Warning,601,376,337,86
1084,23:00.3,Thread Group 1-16,DELETE URL,12009,Success,12694,376,1641,78
1085,22:58.6,Thread Group 1-19,POST send,13702,Success,12694,372,3280,87
1086,21:12.1,Thread Group 1-66,DELETE URL,120748,Warning,601,376,437,71
1087,21:13.3,Thread Group 1-67,DELETE URL,120754,Warning,601,376,324,69
1088,21:14.3,Thread Group 1-68,DELETE URL,120832,Warning,601,376,433,93
1089,21:15.6,Thread Group 1-69,DELETE URL,120521,Warning,601,376,404,145
1090,21:16.3,Thread Group 1-70,DELETE URL,120465,Warning,601,376,326,70
1091,21:17.4,Thread Group 1-71,DELETE URL,120937,Warning,601,376,333,71
1092,21:18.1,Thread Group 1-72,DELETE URL,120445,Warning,601,376,358,70
